,processor,amount,original_currency,target_currency,fx,transaction_status,transaction_cost,transaction_start_date,transaction_end_date,duration,transaction_revenue,pyr_id,pye_id,ppid,country,payee_satisfaction,payor_satisfaction,overall_satisfaction
2001,2,311.35,484,484,0,1,29.26,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,280301355841,284579414339,288874447171,484,1,1,1
2002,1,2995.29,356,156,1,1,49.03,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,39,0,288891224641,280267801153,288891224897,410,0,0,0
2003,3,4723.0,978,484,1,1,89.88,2019-03-06T01:00:00Z,2019-04-12T12:00:00Z,37,1,280301355585,280267801153,284579480129,840,0,0,0
2004,2,3781.11,156,978,1,1,18.19,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,288857669955,288857604419,284562637633,250,1,1,1
2005,1,3316.88,484,986,1,1,58.0,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,280301355841,280267735361,284596322625,484,1,0,0
2006,1,3887.71,156,986,1,1,8.92,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,280267800899,288874382145,288874447426,840,1,1,1
2007,1,408.22,840,978,1,1,12.29,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,284579480129,284579545411,288874447170,250,1,1,1
2008,3,397.42,986,156,1,0,88.81,2019-03-06T01:00:00Z,2019-03-10T12:00:00Z,4,0,280284578625,280284513090,288857670465,276,0,1,1
2009,2,1380.57,986,410,1,1,66.01,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,1,284562768707,284579479873,284562702914,840,0,0,1
2010,2,4267.75,978,986,1,1,7.81,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,280284447555,284596257602,284596322627,250,1,0,0
2011,3,124.26,484,484,0,0,25.29,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,280301355841,280267800899,280267669825,76,0,1,1
2012,1,3873.61,484,484,0,1,53.32,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,0,284596192066,280267670338,280267801153,484,1,0,0
2013,2,1698.94,986,978,1,1,58.8,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,0,280284578114,284579480130,280267800899,356,1,1,0
2014,3,2656.45,978,484,1,1,9.3,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,288874447169,284579414338,288891224643,76,1,1,1
2015,1,4476.24,356,986,1,0,20.62,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,280284447298,288857670211,288891289921,156,0,1,1
2016,2,3701.67,156,986,1,1,59.06,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,288874447683,284579479873,280267735363,356,1,1,1
2017,3,673.84,410,356,1,1,34.5,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288874447683,280301355330,284562637379,484,1,1,1
2018,1,821.9,156,978,1,1,21.79,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,41,1,288874513219,284562637635,280301289794,156,1,0,1
2019,3,460.71,484,156,1,1,75.47,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,1,284579480129,280284447554,284562637633,276,0,0,0
2020,2,4302.01,484,840,1,1,61.46,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,288891290178,288891224897,280267800899,484,1,1,0
2021,1,4419.12,986,484,1,1,5.55,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,284562703171,280267801153,280301355843,276,1,1,1
2022,2,3409.5,978,356,1,1,77.84,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,1,284579545665,284562637121,284579545922,276,0,1,0
2023,2,3500.94,484,484,0,1,88.73,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,0,284579545410,288874512707,280267735363,410,0,0,0
2024,1,3939.2,156,356,1,1,66.41,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,1,288874381634,280267669826,280284447297,410,1,1,0
2025,2,334.0,978,484,1,1,30.17,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,0,284579545665,288874382145,280301289795,356,1,1,1
2026,1,1547.75,156,978,1,1,92.97,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280267801153,280301289795,280267801411,76,0,0,0
2027,2,4394.54,484,156,1,0,55.93,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,280301290307,280284578625,280267801153,276,0,1,1
2028,2,914.54,986,484,1,1,58.61,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,0,280301224769,288891224897,280267800899,76,1,1,0
2029,1,4274.58,156,356,1,1,51.42,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,280284447298,280267670338,280267801153,356,1,1,1
2030,3,2601.83,484,484,0,1,45.26,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,288874512962,280284513090,284579545411,156,0,1,1
2031,3,3331.11,356,978,1,1,17.11,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,288857669955,280284447297,284579480129,250,1,1,1
2032,1,2694.88,978,410,1,0,8.59,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,0,284596192067,280284513089,288857670466,76,0,1,0
2033,3,2774.28,986,356,1,1,71.63,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,288891224387,288891159105,280284578627,840,1,1,1
2034,2,1516.99,410,410,0,1,68.04,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,280284578113,284579414593,284579480129,410,1,0,1
2035,1,419.06,840,356,1,1,23.02,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,284596322626,284579414339,280301224770,250,1,1,1
2036,1,3716.28,484,986,1,1,84.01,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,284596192066,288857669953,284596191554,276,0,1,1
2037,2,2731.17,156,978,1,1,53.33,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,280301224769,284562637634,284562637379,410,1,0,1
2038,2,2986.31,410,484,1,1,93.76,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,284579545410,288891158850,288857735747,356,0,1,0
2039,3,4677.89,156,410,1,0,79.96,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,284596192066,284579480130,288874447426,76,0,0,0
2040,3,2319.25,156,356,1,1,43.6,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,280284578626,288874447170,280301290051,356,0,1,1
2041,1,4460.73,986,978,1,1,32.96,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,280301355585,284596257602,288857670209,276,1,1,1
2042,1,3553.8,356,484,1,0,89.25,2019-03-03T00:00:00Z,2019-04-11T12:00:00Z,39,0,284562768707,288857669954,280301289794,356,0,1,0
2043,1,4733.29,356,356,0,1,4.16,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,1,284579414595,288891224386,284579480129,156,1,0,1
2044,1,2734.35,356,484,1,1,26.29,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,284579414593,288874447171,284579480130,156,1,1,1
2045,2,3064.64,356,156,1,1,86.89,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,288874447426,284562637122,280284447298,356,0,1,0
2046,1,438.12,356,156,1,1,94.52,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,0,280284578114,280284578625,280284512578,276,0,0,0
2047,2,2631.94,484,410,1,1,28.85,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,284579545665,288891224386,288857670209,276,1,1,1
2048,1,988.76,484,986,1,1,99.63,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,288874513219,288874447682,280284578627,840,0,0,0
2049,2,1066.05,356,840,1,1,3.93,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,1,288857669954,280284513090,288857604929,410,1,1,1
2050,1,4789.09,484,484,0,1,66.08,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288874512962,288891289923,288857670466,840,1,1,0
2051,2,3245.47,484,410,1,1,62.6,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,280284578626,284562637635,284562637633,484,1,1,1
2052,2,1335.85,840,410,1,0,19.34,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,0,280301355586,288891290433,280301355842,76,1,1,1
2053,1,4679.52,156,410,1,1,96.08,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,288874381634,288891224641,280301289795,410,0,0,0
2054,3,4543.75,986,840,1,1,31.28,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,0,280301224259,284579480130,280284447043,250,1,1,1
2055,3,1269.47,978,410,1,0,76.42,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,1,280284447041,288857670211,280301224771,356,0,1,1
2056,3,1277.42,840,978,1,1,51.39,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,0,280267800899,284562768450,280301290051,276,1,1,1
2057,1,4165.94,410,986,1,1,41.89,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,280301224769,284579414593,288857670466,76,1,1,1
2058,2,2971.15,356,978,1,1,27.64,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,0,284579480131,280267669826,284562637379,410,1,1,0
2059,3,3226.38,986,986,0,1,31.07,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,0,284579545410,280301289795,280301355842,410,1,1,1
2060,2,2501.89,156,410,1,1,89.69,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,284596192067,280267670338,288857735747,356,0,0,0
2061,3,4121.48,840,978,1,1,48.51,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,284579545921,280284447042,288891289921,356,1,1,1
2062,1,2144.16,410,356,1,0,10.54,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,280301355841,284562637635,288874447683,250,1,1,0
2063,3,1648.32,840,156,1,1,70.87,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,0,280301355841,280267669826,288874382147,276,1,1,0
2064,2,3186.24,986,840,1,1,14.35,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,284596257602,288891159363,288874447683,156,1,0,1
2065,3,642.6,840,978,1,0,19.67,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,280301224769,280284512835,284579545922,76,1,1,1
2066,1,2540.35,840,484,1,1,50.45,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,1,284579545921,288874381635,280267801153,484,0,0,0
2067,3,4886.96,978,986,1,0,22.84,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,1,288874447681,280284447042,288874447683,484,1,1,1
2068,2,697.16,986,156,1,1,80.6,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,284596192066,280267801410,284579480130,156,0,1,1
2069,1,2999.18,978,156,1,1,43.81,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,1,284579545667,284562702659,280301355843,356,1,0,1
2070,3,4409.88,410,484,1,1,8.96,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,0,284562702657,288874512962,280267800899,76,1,1,0
2071,1,1792.72,410,484,1,1,79.9,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,288891224897,284579480130,280301290051,156,0,1,1
2072,3,4480.64,840,356,1,0,86.43,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,0,288891224641,284579480130,288857670466,356,0,1,0
2073,2,311.53,978,978,0,1,17.37,2019-03-02T19:00:00Z,2019-04-14T12:00:00Z,43,1,284579479873,280301224259,288891224386,410,1,1,1
2074,3,4659.89,986,986,0,0,66.25,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0,284579545921,284596257091,280301289794,76,0,1,1
2075,3,1946.63,840,156,1,1,87.0,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,0,288857604930,288891158850,288891224897,76,0,0,0
2076,2,1211.87,986,484,1,1,27.01,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,284596257347,284596191810,284562702914,250,1,1,1
2077,2,2429.04,840,978,1,1,22.96,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,1,284596192066,288857604418,280267800899,276,1,1,1
2078,3,4074.93,986,156,1,1,76.58,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,44,1,280284447555,280267669826,284562637379,276,0,0,0
2079,1,408.33,356,156,1,1,85.66,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,284562703171,288891158849,288874447426,276,0,1,0
2080,1,2262.78,484,978,1,1,30.15,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,0,280301355841,284562637634,288874382147,410,1,1,1
2081,2,4336.0,410,356,1,0,54.29,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,1,280284447299,284579480130,288874447170,840,0,0,0
2082,1,3782.38,484,156,1,1,48.87,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,1,280267670081,280301224515,280267800899,410,1,1,1
2083,2,959.87,840,410,1,1,83.69,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280284447042,288874512707,288857604674,484,0,1,1
2084,2,2387.03,986,840,1,1,91.78,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,280301355841,284562768194,280284447297,250,0,1,1
2085,2,1405.25,840,978,1,1,5.07,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,280284578113,288874447681,280267670337,840,1,1,1
2086,1,1732.09,840,156,1,1,2.1,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,280301224769,284596257091,284579480130,250,1,1,0
2087,3,1513.25,156,840,1,1,13.99,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,0,280284512833,284562637635,280267735875,276,1,1,0
2088,1,3233.95,356,156,1,1,11.42,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,280301355841,284596323137,280267735875,156,1,1,0
2089,3,4682.88,840,410,1,1,1.29,2019-03-06T01:00:00Z,2019-04-12T12:00:00Z,37,1,280284512834,280267801153,288874382147,250,1,1,1
2090,1,1608.47,978,986,1,1,44.51,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,1,280301224769,280267735361,288857670209,840,1,1,1
2091,2,4238.56,410,156,1,0,89.73,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,288874512962,284579414338,284596322627,156,0,1,0
2092,3,3188.85,156,410,1,0,94.63,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,1,284562637378,288874512963,288874447426,156,0,1,1
2093,3,1009.4,978,986,1,1,65.07,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,1,288857604417,280301224515,288874447171,76,0,1,0
2094,2,1171.88,986,978,1,1,20.13,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,288891224641,280267800899,288874447426,250,1,1,1
2095,3,1609.84,840,484,1,0,82.19,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,288874447426,288891159106,288857604929,840,0,1,0
2096,2,885.76,840,410,1,1,34.6,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,1,288857735490,280267735361,288891224643,484,1,1,1
2097,3,1409.12,156,356,1,1,62.56,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,1,284596257601,288874447170,288891224897,410,1,1,1
2098,3,1518.57,156,986,1,1,89.22,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,280284578114,288891158850,284579545922,156,0,1,0
2099,1,4255.09,410,986,1,1,91.83,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,280284512577,280284447554,284596191554,840,0,1,1
2100,3,1145.04,986,484,1,1,59.9,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,284596257347,284596191810,280301290051,840,1,1,1
2101,2,1683.82,156,156,0,0,21.64,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,280301224513,280284578115,280267669825,156,1,1,1
2102,2,1985.43,484,986,1,1,22.49,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,280284447555,288891159107,280284578625,276,1,1,0
2103,2,4795.93,156,840,1,1,38.36,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,284579545667,280284578625,280284578625,250,1,1,1
2104,2,2801.6,986,156,1,1,65.68,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,284562703171,288857604419,280267735363,840,1,1,1
2105,2,1669.39,978,978,0,1,22.5,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,0,284562703171,284562768450,288891159105,276,1,1,1
2106,3,747.92,986,410,1,0,84.34,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,1,284562768706,284579480130,288857604929,410,0,1,1
2107,2,279.76,986,410,1,1,24.33,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288891290178,284579414338,284579480129,484,1,1,1
2108,2,1711.59,978,484,1,1,54.33,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,1,284596192066,280301355330,284596191554,484,1,1,1
2109,1,1244.71,986,356,1,1,87.33,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,0,288891224641,280301224771,280267800899,484,0,1,1
2110,3,371.61,986,978,1,1,23.5,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,284596257347,284562768450,284562702914,356,1,1,0
2111,2,1028.86,156,156,0,0,35.56,2019-03-03T00:00:00Z,2019-04-13T12:00:00Z,41,0,280301290307,280267670338,288857735747,156,0,0,0
2112,1,3390.84,156,986,1,0,97.23,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,1,288891224897,280284578115,280301289794,356,0,1,1
2113,1,3297.55,978,356,1,1,97.04,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,1,284579480129,288874512962,280301289795,276,0,0,0
2114,3,3667.12,156,484,1,1,43.15,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,280284578113,288874382145,288857604929,356,1,1,1
2115,1,4259.11,840,840,0,1,67.5,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,0,280301290307,288874447170,288857604929,410,0,0,0
2116,3,813.81,978,840,1,1,27.49,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,0,280301290307,280267801410,280284512578,356,1,1,1
2117,3,4817.33,986,410,1,1,58.45,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,288891224897,280267735873,288857604674,250,1,1,1
2118,1,1107.15,410,356,1,0,7.14,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,284579480129,288857604419,284562702914,250,1,1,1
2119,3,4140.47,156,356,1,1,32.34,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,280267670081,284579545411,288874447426,484,1,1,1
2120,2,1309.62,484,156,1,1,72.84,2019-03-03T00:00:00Z,2019-04-12T12:00:00Z,40,1,280301290307,280301224259,288857670465,276,0,0,0
2121,3,397.57,156,986,1,0,12.57,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,280284578371,288857670211,288874382147,76,1,1,0
2122,2,3691.22,840,978,1,1,6.84,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,0,280301224769,280284513090,280284447043,484,1,1,1
2123,3,1418.28,410,986,1,1,99.24,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,0,280301355841,280267670338,284596322627,840,0,1,1
2124,3,2814.89,978,356,1,1,21.0,2019-03-02T19:00:00Z,2019-04-13T12:00:00Z,42,1,288874512961,284562637121,284562702914,156,1,0,0
2125,1,4152.95,840,986,1,0,31.55,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,284579545665,288891159362,280301355843,840,0,1,1
2126,1,2870.16,156,978,1,1,6.16,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0,280284578626,280267670083,288891224897,76,1,1,1
2127,2,773.22,484,410,1,0,9.07,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,284579545665,284562768450,280301289794,156,1,0,0
2128,3,722.94,978,986,1,1,55.97,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,1,288891224387,288874512706,288874447683,484,1,0,1
2129,1,4918.99,840,356,1,1,9.0,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,280267670081,288891290433,288857735747,356,1,1,1
2130,2,417.51,840,978,1,1,89.82,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,12,0,288874512961,284596323137,280301224770,156,0,0,0
2131,2,4443.91,156,156,0,1,19.49,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,0,280301355586,280301355330,284596257603,250,1,1,1
2132,2,2347.45,156,484,1,1,61.6,2019-03-03T12:00:00Z,2019-04-13T12:00:00Z,41,0,288874447681,280267670338,280284447043,484,0,0,0
2133,3,3070.43,484,156,1,1,8.58,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,1,280301355586,280284447043,280301290051,356,1,0,1
2134,2,4058.53,356,978,1,1,75.85,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,1,284596322882,288857670466,280301290051,76,0,1,1
2135,1,1477.02,840,484,1,1,21.56,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,1,284562637633,280267669826,280284512578,276,1,0,1
2136,2,3944.32,978,978,0,1,90.58,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,280284578371,280267735361,280267801411,76,0,0,1
2137,2,4901.66,484,410,1,0,82.26,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,284596192067,280284513091,284596191554,840,0,1,0
2138,1,2215.47,410,840,1,1,60.47,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,0,280284578625,280267670338,280284447298,76,1,1,1
2139,3,621.48,410,484,1,1,11.76,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,0,284579479873,284596257091,280284578627,840,1,1,0
2140,2,2303.38,484,156,1,1,29.22,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,1,288857604419,288891159362,288874382147,276,1,1,0
2141,1,3167.88,156,156,0,1,8.44,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,280301355586,284562637635,280267801153,250,1,1,1
2142,2,328.95,156,156,0,0,75.29,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,0,284596257347,288891159105,284579545411,484,0,0,0
2143,3,3303.09,978,986,1,1,44.95,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,1,284562637378,280301355841,284596322625,484,0,1,1
2144,3,503.19,978,840,1,0,30.9,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,0,288857735490,284562702657,288857735747,76,0,1,0
2145,1,3657.95,978,986,1,1,81.08,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,280301355841,284562637635,280267670337,250,0,1,0
2146,1,2107.16,484,156,1,0,42.76,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,288891224387,288857669954,284579480129,410,0,0,1
2147,2,1571.55,978,156,1,0,24.58,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280301355841,284562637121,288891224897,276,0,0,0
2148,1,4027.56,986,986,0,1,47.57,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,288874382146,284562637634,288891289921,276,1,0,0
2149,2,4863.98,840,356,1,1,12.23,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,284579545667,284596323137,280301289794,410,1,1,1
2150,1,4321.4,986,410,1,0,37.83,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,288857604930,284562702657,288891224897,356,0,1,1
2151,2,564.12,410,978,1,1,21.73,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,284579480129,280267801410,280267670337,76,1,1,1
2152,1,4571.28,840,986,1,1,57.44,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,44,0,280284578625,288891159105,284596322627,840,0,1,0
2153,1,4843.75,986,156,1,1,29.73,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,12,1,280267801154,280267670338,280267669825,356,1,1,1
2154,1,1035.58,484,840,1,1,19.37,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,0,284562703171,280267735361,288891289921,76,1,0,1
2155,3,2702.55,986,840,1,1,80.8,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,288874447681,288857670466,284596257603,484,0,1,0
2156,2,4727.18,986,840,1,1,40.57,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,1,284596257347,288891159107,288874382147,156,1,1,1
2157,2,1801.96,978,156,1,1,75.49,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288891224641,288891290433,284579545411,276,0,1,0
2158,3,452.58,484,978,1,1,47.36,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,288857604930,288891290433,280301355842,484,1,1,1
2159,1,4840.21,986,986,0,1,29.98,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,0,280267801154,280284578625,284596191554,276,1,1,1
2160,1,2583.64,484,978,1,1,94.3,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280284513089,284562702659,284579545922,356,0,1,1
2161,1,2234.26,484,484,0,0,79.89,2019-03-03T00:00:00Z,2019-03-10T12:00:00Z,7,1,284579414595,284579545409,288891289921,484,0,1,1
2162,2,2301.86,978,978,0,1,33.26,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,0,280267800897,288857604419,284579545922,276,1,1,1
2163,1,772.78,356,356,0,0,91.44,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,0,288874381634,284596191554,288857670465,276,0,1,1
2164,2,1893.95,484,484,0,1,23.64,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,284562637633,280284513090,288891224386,276,1,1,1
2165,1,3681.05,978,840,1,1,39.31,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,1,284596257347,284562768194,288874447426,250,1,1,1
2166,2,1321.71,156,978,1,1,24.87,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,1,284562702657,284562702659,288891159105,250,1,1,1
2167,2,973.05,978,156,1,1,72.23,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,1,284562637633,288891289923,280267801153,356,1,1,1
2168,3,3135.94,484,986,1,0,21.88,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,280301355841,288857670211,288857670465,276,1,1,1
2169,2,1358.12,410,410,0,1,95.4,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,0,280284578114,280284512835,280301289795,840,0,0,1
2170,1,4984.85,484,410,1,1,28.07,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,288891158850,284562768450,280301290049,250,1,1,1
2171,1,756.51,156,410,1,0,25.4,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,284562768706,284562768450,280284447043,840,0,1,0
2172,2,4381.08,356,978,1,1,20.98,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,284596322626,288857669953,284579480130,840,1,1,1
2173,1,1964.15,986,840,1,1,52.04,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,284579545410,280267800899,280267669825,840,1,0,1
2174,3,1460.87,410,356,1,1,24.24,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,280301355841,284596257091,280284512578,276,1,1,1
2175,3,4010.02,986,484,1,1,83.96,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,0,288857669955,280267800899,280301355842,276,0,1,0
2176,1,1863.98,156,484,1,1,27.56,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,0,280267801153,288857669953,284596257603,76,1,1,1
